abbr,year,population,vacc,dose1,dose2,dose3,dose4,dose5,dose6,dose7,doseUNK,total_dose,total_dose1,total_dose2,td1_sum,dose1_pop_ratio,td2_sum,dose2_pop_ratio,td_sum,dose_pop_ratio,name
HU,2022,9689010,MOD,4245,5722,62123,26302,20,0,0,0,98412,4245,5722,365384,0.03771117998639696,352453,0.0363765751093249,1077255,0.11118318589824967,Hungary
HU,2023,9689010,BECNBG,125,133,82,223,19,0,0,0,582,125,133,1128012,0.11642180160821385,1081089,0.11157889196109819,2315511,0.23898323977372302,Hungary
HU,2023,9689010,COM,382,362,203,1128,269,1,0,0,2345,382,362,2648722,0.2733738534690335,2566658,0.26490405108468257,8784382,0.9066335982726822,Hungary
HU,2023,9689010,COMBA.1,300,189,934,10257,2318,35,2,0,14035,300,189,1032,0.00010651243006251412,581,5.996484676969061e-05,90651,0.009356064241857528,Hungary
HU,2023,9689010,JANSS,541,35,215,97,6,0,0,0,894,541,35,229563,0.02369313273492338,380,3.921969324007303e-05,346000,0.03571056279227702,Hungary
HU,2023,9689010,MOD,0,3,1,0,2,0,0,0,6,0,3,365384,0.03771117998639696,352456,0.03637688473848205,1077261,0.11118380515656398,Hungary
IE,2020,4964440,AZ,27,6,0,0,0,0,0,0,33,27,6,27,5.438679891387548e-06,6,1.2085955314194551e-06,33,6.647275422807004e-06,Ireland
IE,2020,4964440,COM,4312,23,0,0,0,0,0,0,4335,4312,23,4312,0.0008685773219134484,23,4.632949537107912e-06,4335,0.0008732102714505564,Ireland
IE,2020,4964440,COMBA.1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0,1,2.014325885699092e-07,Ireland
IE,2020,4964440,JANSS,5,0,0,0,0,0,0,0,5,5,0,5,1.007162942849546e-06,0,0.0,5,1.007162942849546e-06,Ireland
IE,2020,4964440,MOD,19,3,0,0,0,0,0,1,23,19,3,19,3.8272191828282744e-06,3,6.042977657097276e-07,23,4.632949537107912e-06,Ireland
IE,2021,5006324,AZ,612736,605609,50,1,0,0,0,3,1218399,612736,605609,612763,0.12239779127359715,605615,0.1209699971476077,1218432,0.24337857477862,Ireland
IE,2021,5006324,COM,2536181,2509705,1689153,184,4,0,0,122532,6857759,2536181,2509705,2540493,0.5074567686789748,2509728,0.5013115411627374,6862094,1.3706851574129042,Ireland
IE,2021,5006324,COMBA.1,0,0,28,2,0,0,0,1,31,0,0,0,0.0,0,0.0,32,6.391915505268936e-06,Ireland
IE,2021,5006324,COMBA.4-5,0,0,27,1,0,0,0,0,28,0,0,0,0.0,0,0.0,28,5.5929260671103185e-06,Ireland
IE,2021,5006324,JANSS,241176,4,192,0,0,0,0,12,241384,241176,4,241181,0.04817526792113335,4,7.98989438158617e-07,241389,0.0482168153719176,Ireland
IE,2021,5006324,MOD,291144,288956,478974,29,0,0,0,1850,1060953,291144,288956,291163,0.05815904044564435,288959,0.05771879726521895,1060976,0.2119271545349442,Ireland
IE,2021,5006324,MODBA.1,0,0,18,0,0,0,0,0,18,0,0,0,0.0,0,0.0,18,3.5954524717137762e-06,Ireland
IE,2021,5006324,MODBA.4-5,0,0,1,1,0,0,0,0,2,0,0,0,0.0,0,0.0,2,3.994947190793085e-07,Ireland
IE,2021,5006324,NVXD,11,7,0,0,0,0,0,0,18,11,7,11,2.1972209549361966e-06,7,1.3982315167775796e-06,18,3.5954524717137762e-06,Ireland
IE,2022,5060004,AZ,69,106,307,22,0,0,0,1,505,69,106,612832,0.1211129477368002,605721,0.11970761287935741,1218937,0.24089644988422934,Ireland
IE,2022,5060004,COM,19894,29100,588089,353013,7365,49,0,9453,1006963,19894,29100,2560387,0.5060049359644775,2538828,0.501744267395836,7869057,1.5551483753767783,Ireland
IE,2022,5060004,COMBA.1,0,1,18531,264785,252463,246,0,0,536026,0,1,0,0.0,1,1.9762830227011678e-07,536058,0.10594023245831426,Ireland
IE,2022,5060004,COMBA.4-5,0,0,5594,91851,56862,88,0,0,154395,0,0,0,0.0,0,0.0,154423,0.030518355321458242,Ireland
IE,2022,5060004,JANSS,85,2,198,32,1,0,0,2,320,85,2,241266,0.047680989975502,6,1.1857698136207007e-06,241709,0.04776853931340766,Ireland
IE,2022,5060004,MOD,863,683,167809,346359,2227,10,0,1124,519075,863,683,292026,0.05771260259873312,289642,0.057241456726121166,1580051,0.3122627966302003,Ireland
IE,2022,5060004,MODBA.1,0,0,2416,50887,33322,29,0,0,86654,0,0,0,0.0,0,0.0,86672,0.01712884021435556,Ireland
IE,2022,5060004,MODBA.4-5,0,0,3,18,8,1,0,0,30,0,0,0,0.0,0,0.0,32,6.324105672643737e-06,Ireland
IE,2022,5060004,NVXD,210,190,120,173,47,0,0,4,744,210,190,221,4.367585480169581e-05,197,3.8932775547213004e-05,762,0.00015059276632982898,Ireland
IE,2023,5060004,AZ,2,2,4,0,0,0,0,0,8,2,2,612834,0.12111334299340475,605723,0.11970800813596195,1218945,0.24089803091064751,Ireland
IE,2023,5060004,COM,1368,1018,92,204,286,479,0,418,3865,1368,1018,2561755,0.506275291481983,2539846,0.501945453007547,7872922,1.5559122087650523,Ireland
IE,2023,5060004,COMBA.1,0,0,323,3935,2039,100,0,0,6397,0,0,0,0.0,1,1.9762830227011678e-07,542455,0.1072044607079362,Ireland
IE,2023,5060004,COMBA.4-5,0,0,11542,145087,98919,98277,0,0,353825,0,0,0,0.0,0,0.0,508248,0.10044418937218232,Ireland
IE,2023,5060004,JANSS,2,0,1,6,1,1,0,0,11,2,0,241268,0.047681385232106535,6,1.1857698136207007e-06,241720,0.04777071322473263,Ireland
IE,2023,5060004,MOD,0,1,6,23,145,431,0,21,627,0,1,292026,0.05771260259873312,289643,0.05724165435442344,1580678,0.3123867095757237,Ireland
IE,2023,5060004,MODBA.1,0,0,142,1565,1084,202,0,0,2993,0,0,0,0.0,0,0.0,89665,0.01772034172305002,Ireland
IE,2023,5060004,MODBA.4-5,0,0,665,5417,27820,82437,0,0,116339,0,0,0,0.0,0,0.0,116371,0.02299820316347576,Ireland
IE,2023,5060004,NVXD,16,22,17,79,63,35,0,0,232,16,22,237,4.6837907638017674e-05,219,4.328059819715557e-05,994,0.0001964425324564961,Ireland
IS,2020,364134,COM,4943,0,0,0,0,0,0,0,4943,4943,0,4943,0.013574673059917502,0,0.0,4943,0.013574673059917502,Iceland
IS,2021,368792,AZ,60177,55290,8,0,0,0,0,0,115475,60177,55290,60177,0.16317327924683833,55290,0.14992190719972234,115475,0.31311687889108225,Iceland
IS,2021,368792,COM,123007,130373,147076,0,0,0,0,0,400456,123007,130373,127950,0.34694353456691035,130373,0.35351363370138184,405399,1.0992619145751534,Iceland
IS,2021,368792,JANSS,54128,22,33,0,0,0,0,0,54183,54128,22,54128,0.14677107963296385,22,5.965422243432613e-05,54183,0.14692021518904966,Iceland
IS,2021,368792,MOD,20369,20190,50356,0,0,0,0,0,90915,20369,20190,20369,0.0552316753074904,20190,0.054746306861320204,90915,0.2465210742098527,Iceland
IS,2021,368792,UNK,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Iceland
IS,2022,376248,COM,1434,1513,43951,27794,3,0,0,3,74698,1434,1513,129384,0.34387956879505005,131886,0.3505294380302354,480097,1.2760120984031809,Iceland
IS,2022,376248,COMBA.1,0,0,1046,30295,677,0,0,8,32026,0,0,0,0.0,0,0.0,32026,0.08511938933894665,Iceland
IS,2022,376248,COMBA.4-5,0,0,92,1703,2175,0,0,10,3980,0,0,0,0.0,0,0.0,3980,0.010578129318959835,Iceland
IS,2022,376248,JANSS,69,28,8,3,0,0,0,0,108,69,28,54197,0.14404594841700155,50,0.00013289107184622908,54291,0.14429578363207246,Iceland
IS,2022,376248,MOD,10,16,6424,8,0,0,0,0,6458,10,16,20379,0.05416374306308605,20206,0.0537039399544981,97373,0.2588000467776573,Iceland
IS,2022,376248,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Iceland
IS,2022,376248,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Iceland
IS,2022,376248,NVXD,5,3,0,2,0,0,0,0,10,5,3,5,1.3289107184622908e-05,3,7.973464310773745e-06,10,2.6578214369245816e-05,Iceland
IS,2023,376248,COM,27,33,17,21,77,6,0,0,181,27,33,129411,0.34395132997384703,131919,0.3506171461376539,480278,1.2764931640832642,Iceland
IS,2023,376248,COMBA.1,0,0,16,222,432,4,0,2,676,0,0,0,0.0,0,0.0,32702,0.08691607663030768,Iceland
IS,2023,376248,COMBA.4-5,0,0,461,4481,15245,247,0,84,20518,0,0,0,0.0,0,0.0,24498,0.06511130956177841,Iceland
IS,2023,376248,JANSS,12,0,0,0,0,0,0,0,12,12,0,54209,0.14407784227424464,50,0.00013289107184622908,54303,0.14432767748931555,Iceland
IS,2023,376248,MOD,0,0,0,0,0,0,0,0,0,0,0,20379,0.05416374306308605,20206,0.0537039399544981,97373,0.2588000467776573,Iceland
IS,2023,376248,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Iceland
IS,2023,376248,NVXD,0,1,0,0,0,0,0,0,1,0,1,5,1.3289107184622908e-05,4,1.0631285747698327e-05,11,2.92360358061704e-05,Iceland
IT,2020,59641488,COM,248969,30,0,0,0,0,0,0,248999,248969,30,248969,0.004174426365753986,30,5.030055588150315e-07,248999,0.004174929371312802,Italy
IT,2021,59236213,AZ,12876724,11011274,478,0,0,0,0,0,23888476,12876724,11011274,12876724,0.21737925751600629,11011274,0.1858875414604914,23888476,0.4032748683647282,Italy
IT,2021,59236213,COM,69220183,57912592,15466163,0,0,0,0,0,142598938,69220183,57912592,69469152,1.1727480283049154,57912622,0.9776557120557319,142847937,2.4114967815380095,Italy
IT,2021,59236213,JANSS,2953373,3099,138,0,0,0,0,26761,2983371,2953373,3099,2953373,0.04985755926024508,3099,5.231597097538967e-05,2983371,0.05036397245718594,Italy
IT,2021,59236213,MOD,13811932,10573780,18060711,0,0,0,0,46313,42492736,13811932,10573780,13811932,0.23316703247049234,10573780,0.17850195791550685,42492736,0.7173438990774106,Italy
IT,2022,59030133,AZ,5,2,2,0,0,0,0,0,9,5,2,12876729,0.21813823458605455,11011276,0.18653652703103346,23888485,0.4046828930573475,Italy
IT,2022,59030133,COM,1249649,2851950,21742493,5934508,2252,0,0,0,31780852,1249649,2851950,70718801,1.1980118865732523,60764572,1.0293822648171909,174628789,2.958299094464178,Italy
IT,2022,59030133,COMBA.1,2787,2371,163111,1713432,195363,0,0,0,2077064,2787,2371,2787,4.721317500673766e-05,2371,4.01659267818353e-05,2077064,0.03518650381492449,Italy
IT,2022,59030133,COMBA.4-5,5502,4406,348880,4042732,470872,0,0,0,4872392,5502,4406,5502,9.320663397454992e-05,4406,7.46398453820187e-05,4872392,0.08254075931016452,Italy
IT,2022,59030133,JANSS,0,8980,466,18,0,0,0,0,9464,0,8980,2953373,0.05003161690318401,12079,0.0002046243060302778,2992835,0.05070012293551837,Italy
IT,2022,59030133,MOD,996658,2616221,24130263,818164,39,0,0,0,28561345,996658,2616221,14808590,0.25086492690097784,13190001,0.223445219071419,71054081,1.2036916975945149,Italy
IT,2022,59030133,MODBA.1,82,112,5528,72854,4640,0,0,0,83216,82,112,82,1.3891210443317145e-06,112,1.8973360605506343e-06,83216,0.0014097206929891213,Italy
IT,2022,59030133,MODBA.4-5,8,32,2404,30138,9914,0,0,0,42496,8,32,8,1.3552400432504532e-07,32,5.420960173001813e-07,42496,0.0007199035109746407,Italy
IT,2022,59030133,NVXD,144686,69131,1113,129,2,0,0,0,215061,144686,69131,144686,0.0024510532612216883,69131,0.0011711137428743385,215061,0.003643240986768571,Italy
IT,2023,59030133,COM,6560,7319,1189,4259,1511,0,0,0,20838,6560,7319,70725361,1.1981230162567988,60771891,1.0295062523406477,174649627,2.9586521006144437,Italy
IT,2023,59030133,COMBA.1,781,401,13715,140878,58200,0,0,0,213975,781,401,3568,6.044370592897021e-05,2772,4.69590674986282e-05,2291039,0.038811347418105935,Italy
IT,2023,59030133,COMBA.4-5,1830,1834,74879,702431,241933,0,0,0,1022907,1830,1834,7332,0.00012420774996390403,6240,0.00010570872337353535,5895299,0.09986931589667941,Italy
IT,2023,59030133,JANSS,0,18,4,0,0,0,0,0,22,0,18,2953373,0.05003161690318401,12097,0.00020492923504000915,2992857,0.05070049562653027,Italy
IT,2023,59030133,MOD,12,14,54,674,346,0,0,0,1100,12,14,14808602,0.2508651301869843,13190015,0.22344545623842657,71055181,1.2037103321451097,Italy
IT,2023,59030133,MODBA.1,50,40,1816,33592,16288,0,0,0,51786,50,40,132,2.2361460713632475e-06,152,2.574956082175861e-06,135002,0.002287001453986221,Italy
IT,2023,59030133,MODBA.4-5,58,147,7657,79294,38429,0,0,0,125585,58,147,66,1.1180730356816238e-06,179,3.032349596772889e-06,168081,0.0028473762713697426,Italy
IT,2023,59030133,NVXD,266,255,74,22,26,0,0,0,643,266,255,144952,0.002455559434365496,69386,0.0011754335705121991,215704,0.003654133728616197,Italy
IT,2023,59030133,SGSK,0,0,28,365,56,0,0,0,449,0,0,0,0.0,0,0.0,449,7.606284742743168e-06,Italy
LI,2021,39055,COM,6880,6724,5183,0,0,0,0,0,18787,6880,6724,6880,0.17616182307002945,6724,0.1721674561515811,18787,0.4810395595954423,Liechtenstein
LI,2021,39055,JANSS,226,0,0,0,0,0,0,0,226,226,0,226,0.005786711048521316,0,0.0,226,0.005786711048521316,Liechtenstein
LI,2021,39055,MOD,17709,17338,6975,0,0,0,0,0,42022,17709,17338,17709,0.45343745999231855,17338,0.44393803610293175,42022,1.0759697861989501,Liechtenstein
LI,2022,39308,COM,163,295,2172,274,0,0,0,0,2904,163,295,7043,0.17917472270275772,7019,0.17856415996743666,21691,0.5518215121603744,Liechtenstein
LI,2022,39308,COMBA.1,0,0,0,657,64,0,0,0,721,0,0,0,0.0,0,0.0,721,0.018342322173603338,Liechtenstein
LI,2022,39308,JANSS,8,0,30,0,0,0,0,0,38,8,0,234,0.005952986669380279,0,0.0,264,0.0067161900885315965,Liechtenstein
LI,2022,39308,MOD,71,254,4004,241,0,0,0,0,4570,71,254,17780,0.45232522641701434,17592,0.4475424849903328,46592,1.18530579016994,Liechtenstein
LI,2022,39308,MODBA.1,0,0,0,1898,31,0,0,0,1929,0,0,0,0.0,0,0.0,1929,0.049073979851429736,Liechtenstein
LI,2022,39308,NVXD,0,1,0,0,0,0,0,0,1,0,1,0,0.0,1,2.5440113971710593e-05,1,2.5440113971710593e-05,Liechtenstein
LI,2023,39308,COM,4,4,4,29,1,0,0,0,42,4,4,7047,0.17927648315864456,7023,0.1786659204233235,21733,0.5528899969471863,Liechtenstein
LI,2023,39308,COMBA.1,0,0,0,45,2,1,0,0,48,0,0,0,0.0,0,0.0,769,0.019563447644245446,Liechtenstein
LI,2023,39308,MOD,0,0,0,0,0,0,0,0,0,0,0,17780,0.45232522641701434,17592,0.4475424849903328,46592,1.18530579016994,Liechtenstein
LI,2023,39308,MODBA.1,0,0,2,80,4,0,0,0,86,0,0,0,0.0,0,0.0,2015,0.051261829652996846,Liechtenstein
LT,2020,2794090,COM,19500,0,0,0,0,0,0,0,19500,19500,0,19500,0.006979016423951984,0,0.0,19500,0.006979016423951984,Lithuania
LT,2021,2795680,AZ,547016,525416,18,0,0,0,0,34,1072484,547016,525416,547016,0.19566473988439306,525416,0.18793853373776684,1072484,0.38362187374806844,Lithuania
LT,2021,2795680,COM,2290274,2206780,1186786,0,0,0,0,0,5683840,2290274,2206780,2309774,0.826193985005437,2206780,0.7893535740857323,5703340,2.040054655754593,Lithuania
LT,2021,2795680,JANSS,537944,0,24976,0,0,0,0,86,563006,537944,0,537944,0.19241973330281004,0,0.0,563006,0.20138427860127053,Lithuania
LT,2021,2795680,MOD,276584,264704,51884,0,0,0,0,8462,601634,276584,264704,276584,0.09893263892863274,264704,0.09468322554798833,601634,0.2152013105934871,Lithuania
LT,2021,2795680,UNK,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Lithuania
LT,2022,2805998,AZ,22,110,8,4,0,0,0,0,144,22,110,547038,0.19495309690170842,525526,0.1872866623568513,1072628,0.3822625675428136,Lithuania
LT,2022,2805998,COM,47455,96414,473728,56663,0,0,0,0,674260,47455,96414,2357229,0.8400679544318991,2303194,0.8208109913121819,6377600,2.272845525905578,Lithuania
LT,2022,2805998,JANSS,9469,0,18392,272,0,0,0,0,28133,9469,0,547413,0.19508673919225886,0,0.0,591139,0.21066978664988356,Lithuania
LT,2022,2805998,MOD,2417,5927,41442,197,0,0,0,0,49983,2417,5927,279001,0.09943022054898115,270631,0.09644732462389495,651617,0.23222290251097827,Lithuania
LT,2022,2805998,UNK,195,213,954,8792,0,0,0,0,10154,195,213,195,6.94939910862374e-05,213,7.590882103265932e-05,10154,0.0036186768486648957,Lithuania
LT,2023,2805998,AZ,0,0,0,0,0,0,0,0,0,0,0,547038,0.19495309690170842,525526,0.1872866623568513,1072628,0.3822625675428136,Lithuania
LT,2023,2805998,COM,1330,1347,2036,7697,0,0,0,0,12410,1330,1347,2358559,0.8405419390890514,2304541,0.8212910344198392,6390010,2.2772681947741944,Lithuania
LT,2023,2805998,JANSS,50,0,2,48,0,0,0,0,100,50,0,547463,0.19510455816433225,0,0.0,591239,0.21070542459403035,Lithuania
LT,2023,2805998,MOD,17,22,8,16,0,0,0,0,63,17,22,279018,0.0994362789994861,270653,0.09645516497160725,651680,0.23224535441579075,Lithuania
LT,2023,2805998,UNK,2,0,2,4,0,0,0,0,8,2,0,197,7.020674996917317e-05,213,7.590882103265932e-05,10162,0.003621527884196639,Lithuania
LU,2020,626108,COM,843,0,1,0,0,0,0,0,844,843,0,843,0.0013464130788937371,0,0.0,844,0.0013480102474333502,Luxembourg
LU,2021,634730,AZ,54575,50464,15,0,0,0,0,0,105054,54575,50464,54575,0.08598144092763853,50464,0.07950467127755108,105054,0.1655097443007263,Luxembourg
LU,2021,634730,COM,281352,275879,88478,23,0,0,0,0,645732,281352,275879,282195,0.44459061333165284,275879,0.43463992563767273,646576,1.018663053581838,Luxembourg
LU,2021,634730,JANSS,40839,12,49,0,0,0,0,0,40900,40839,12,40839,0.06434074330817828,12,1.890567642934791e-05,40900,0.0644368471633608,Luxembourg
LU,2021,634730,MOD,41175,36654,113599,16,0,0,0,0,191444,41175,36654,41175,0.06487010224820003,36654,0.0577473886534432,191444,0.30161485986167347,Luxembourg
LU,2022,645397,AZ,0,0,0,0,0,0,0,0,0,0,0,54575,0.08456035587398145,50464,0.07819063305221437,105054,0.1627742304349106,Luxembourg
LU,2022,645397,COM,3667,9859,41993,18283,60,0,0,0,73862,3667,9859,285862,0.4429242776151733,285738,0.4427321478097977,720438,1.1162710703644423,Luxembourg
LU,2022,645397,COMBA.1,18,10,172,3353,125,0,0,0,3678,18,10,18,2.7889810457749262e-05,10,1.5494339143194035e-05,3678,0.005698817936866766,Luxembourg
LU,2022,645397,COMBA.4-5,34,24,1198,16995,606,0,0,0,18857,34,24,34,5.2680753086859716e-05,24,3.718641394366568e-05,18857,0.02921767532232099,Luxembourg
LU,2022,645397,JANSS,498,10,95,4,0,0,0,0,607,498,10,41337,0.06404894971622117,22,3.408754611502687e-05,41507,0.06431235348165548,Luxembourg
LU,2022,645397,MOD,2361,6862,103959,37075,239,0,0,0,150496,2361,6862,43536,0.06745615489380954,43516,0.06742516621552316,341940,0.5298134326623768,Luxembourg
LU,2022,645397,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Luxembourg
LU,2022,645397,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Luxembourg
LU,2022,645397,NVXD,210,182,91,11,0,0,0,0,494,210,182,210,0.0003253811220070747,182,0.00028199697240613143,494,0.0007654203536737853,Luxembourg
LU,2023,645397,AZ,0,0,0,0,0,0,0,0,0,0,0,54575,0.08456035587398145,50464,0.07819063305221437,105054,0.1627742304349106,Luxembourg
LU,2023,645397,COM,20,38,3,4,1,0,0,0,66,20,38,285882,0.44295526629345966,285776,0.44279102629854183,720504,1.1163733330027874,Luxembourg
LU,2023,645397,COMBA.1,3,2,18,119,43,0,0,0,185,3,2,21,3.253811220070747e-05,12,1.859320697183284e-05,3863,0.005985463211015856,Luxembourg
LU,2023,645397,COMBA.4-5,32,31,362,2367,262,0,0,0,3054,32,31,66,0.00010226263834508063,55,8.52188652875672e-05,21911,0.03394964649665245,Luxembourg
LU,2023,645397,COMXBB,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Luxembourg
LU,2023,645397,JANSS,3,0,0,0,0,0,0,0,3,3,0,41340,0.06405359801796413,22,3.408754611502687e-05,41510,0.06431700178339844,Luxembourg
LU,2023,645397,MOD,1,4,12,268,47,0,0,0,332,1,4,43537,0.06745770432772387,43520,0.06743136395118043,342272,0.5303278447219308,Luxembourg
LU,2023,645397,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Luxembourg
LU,2023,645397,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Luxembourg
LU,2023,645397,NVXD,2,2,0,0,0,0,0,0,4,2,2,212,0.0003284799898357135,184,0.00028509584023477024,498,0.0007716180893310629,Luxembourg
LV,2020,1907675,COM,2263,0,0,0,0,0,0,0,2263,2263,0,2263,0.0011862607624464334,0,0.0,2263,0.0011862607624464334,Latvia
LV,2020,1907675,MOD,0,1,0,0,0,0,0,0,1,0,1,0,0.0,1,5.241983042184859e-07,1,5.241983042184859e-07,Latvia
LV,2021,1893223,AZ,130864,128558,633,0,0,0,0,0,260055,130864,128558,130864,0.06912233793905947,128558,0.06790430921238544,260055,0.13736099762151632,Latvia
LV,2021,1893223,COM,616477,590844,88876,45,0,0,0,0,1296242,616477,590844,618740,0.3268183409983927,590844,0.3120836795242821,1298505,0.6858700744708891,Latvia
LV,2021,1893223,JANSS,280599,1500,1625,7,0,0,0,0,283731,280599,1500,280599,0.14821233420468694,1500,0.0007922996921123397,283731,0.1498666559618175,Latvia
LV,2021,1893223,MOD,205279,191687,167222,94,0,0,0,0,564282,205279,191687,205279,0.10842832566475265,191688,0.10124956225442011,564283,0.29805416477615154,Latvia
LV,2022,1875757,AZ,0,4,80,0,0,0,0,0,84,0,4,130864,0.06976596648713027,128562,0.06853872863062753,260139,0.13868480832005425,Latvia
LV,2022,1875757,COM,10325,15459,144682,1070,5,0,0,0,171541,10325,15459,629065,0.335365934926539,606303,0.3232311008302248,1470046,0.7837081242399735,Latvia
LV,2022,1875757,COMBA.1,511,486,5268,21401,71,0,0,0,27737,511,486,511,0.00027242334694739246,486,0.0002590953945527059,27737,0.014787096622856799,Latvia
LV,2022,1875757,COMBA.4-5,157,181,1893,7740,42,0,0,1,10014,157,181,157,8.369954103863134e-05,181,9.64943753375304e-05,10014,0.005338644611215632,Latvia
LV,2022,1875757,JANSS,6982,114,3197,42,0,0,0,0,10335,6982,114,287581,0.15331463510465373,1614,0.0008604526066009617,294066,0.15677190595583543,Latvia
LV,2022,1875757,MOD,6096,12618,129199,839,7,0,0,0,148759,6096,12618,211375,0.11268783749707452,204306,0.10891922567795295,713042,0.3801355932564826,Latvia
LV,2022,1875757,MODBA.1,248,306,4000,28280,107,0,0,0,32941,248,306,248,0.00013221328775529027,306,0.00016313413731096297,32941,0.017561443193334744,Latvia
LV,2022,1875757,NVXD,122,92,391,87,1,0,0,0,693,122,92,122,6.50404076860702e-05,92,4.904686481244639e-05,693,0.0003694508403807103,Latvia
LV,2022,1875757,UNK,76,110,754,3265,24,0,0,1,4230,76,110,76,4.051697527984702e-05,110,5.864299053662068e-05,4230,0.002255089545180959,Latvia
LV,2023,1875757,COM,5,8,5,9,0,0,0,1,28,5,8,629070,0.33536860051701795,606311,0.3232353657749911,1470074,0.7837230515466556,Latvia
LV,2023,1875757,COMBA.1,99,94,334,840,11,0,0,0,1378,99,94,610,0.00032520203843035105,580,0.0003092084955567272,29115,0.01552173335885192,Latvia
LV,2023,1875757,COMBA.4-5,105,166,600,1367,33,0,0,1,2272,105,166,262,0.0001396769410963147,347,0.00018499197923824888,12286,0.006549888924844743,Latvia
LV,2023,1875757,JANSS,90,2,18,5,0,0,0,0,115,90,2,287671,0.15336261573327462,1616,0.0008615188427925365,294181,0.15683321453685098,Latvia
LV,2023,1875757,MOD,0,0,1,1,0,0,0,0,2,0,0,211375,0.11268783749707452,204306,0.10891922567795295,713044,0.38013665949267417,Latvia
LV,2023,1875757,MODBA.1,20,35,219,1326,16,0,0,0,1616,20,35,268,0.00014287564967103948,341,0.00018179327066352412,34557,0.01842296203612728,Latvia
LV,2023,1875757,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Latvia
LV,2023,1875757,NVXD,0,0,0,0,0,0,0,0,0,0,0,122,6.50404076860702e-05,92,4.904686481244639e-05,693,0.0003694508403807103,Latvia
LV,2023,1875757,SGSK,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Latvia
LV,2023,1875757,UNK,53,52,291,867,51,0,0,4,1318,53,52,129,6.877223435658244e-05,162,8.636513151756864e-05,5548,0.002957739195428832,Latvia
MT,2020,514564,AZ,1,0,0,0,0,0,0,0,1,1,0,1,1.943392852978444e-06,0,0.0,1,1.943392852978444e-06,Malta
MT,2020,514564,COM,1537,7,0,0,0,0,0,0,1544,1537,7,1537,0.0029869948150278683,7,1.3603749970849107e-05,1544,0.0030005985649987172,Malta
MT,2021,516100,AZ,114158,113215,20,0,0,0,0,0,227393,114158,113215,114159,0.22119550474714203,113215,0.21936640186010464,227394,0.4406006587870568,Malta
MT,2021,516100,COM,235384,233982,118500,0,0,0,0,0,587866,235384,233982,236921,0.45906025963960473,233989,0.453379190079442,589410,1.142046115093974,Malta
MT,2021,516100,JANSS,31740,37,1,0,0,0,0,0,31778,31740,37,31740,0.06149970935865142,37,7.169153264871149e-05,31778,0.06157333850029064,Malta
MT,2021,516100,MOD,23406,22908,111076,0,0,0,0,0,157390,23406,22908,23406,0.04535167603177679,22908,0.04438674675450494,157390,0.3049602790156946,Malta
MT,2022,520971,AZ,16,127,12,5,0,0,0,0,160,16,127,114175,0.21915807213837238,113342,0.21755913476949773,227554,0.4367882281355392,Malta
MT,2022,520971,COM,2342,2581,45029,24158,6499,0,0,0,80609,2342,2581,239263,0.4592635674538506,236570,0.45409437377512374,670019,1.2860965389628214,Malta
MT,2022,520971,JANSS,521,0,0,0,0,0,0,0,521,521,0,32261,0.06192475204953827,37,7.102122766910251e-05,32299,0.061997692769847075,Malta
MT,2022,520971,MOD,2204,2495,77445,38758,0,0,0,0,120902,2204,2495,25610,0.04915820650285716,25403,0.04876087152643813,278292,0.5341794456889155,Malta
MT,2023,520971,AZ,0,4,4,2,0,0,0,0,10,0,4,114175,0.21915807213837238,113346,0.21756681274005654,227564,0.43680742306193626,Malta
MT,2023,520971,COM,22,20,112,552,573,0,0,0,1279,22,20,239285,0.45930579629192414,236590,0.4541327636279179,671298,1.2885515700490047,Malta
MT,2023,520971,JANSS,1,0,0,0,0,0,0,0,1,1,0,32262,0.06192667154217797,37,7.102122766910251e-05,32300,0.06199961226248678,Malta
MT,2023,520971,MOD,4,1,32,125,137,0,0,0,299,4,1,25614,0.04916588447341599,25404,0.048762791019077836,278591,0.5347533739881875,Malta
NL,2020,17407585,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,COM,20,0,0,0,0,0,0,0,20,20,0,20,1.1489244487388686e-06,0,0.0,20,1.1489244487388686e-06,Netherlands
