abbr,year,population,vacc,dose1,dose2,dose3,dose4,dose5,dose6,dose7,doseUNK,total_dose,total_dose1,total_dose2,td1_sum,dose1_pop_ratio,td2_sum,dose2_pop_ratio,td_sum,dose_pop_ratio,name
EE,2021,1330068,AZ,118335,116807,2934,5,0,0,0,0,238081,118335,116807,118335,0.08896913541262552,116807,0.08782032196850086,238081,0.17899911884204417,Estonia
EE,2021,1330068,COM,511193,507858,273564,8458,13,0,0,0,1301086,511193,507858,513698,0.38621935119106693,507933,0.3818849863315259,1303666,0.9801498870734429,Estonia
EE,2021,1330068,JANSS,75095,0,110,1,0,0,0,0,75206,75095,0,75095,0.05645951936291979,0,0.0,75206,0.05654297374269586,Estonia
EE,2021,1330068,MOD,77991,77199,42674,1380,3,0,0,0,199247,77991,77199,77991,0.05863685164969009,77199,0.05804139337236893,199247,0.149802115380567,Estonia
EE,2022,1331796,AZ,12,12,3,1,0,0,0,0,28,12,12,118347,0.08886270870313472,116819,0.08771538583987337,238109,0.1787878924399833,Estonia
EE,2022,1331796,COM,6853,12219,124896,56406,1728,0,0,0,202102,6853,12219,520551,0.39086391609525784,520152,0.390564320661723,1505768,1.1306296159471871,Estonia
EE,2022,1331796,COMBA.1,18,21,897,7023,285,0,0,0,8244,18,21,18,1.3515583467738302e-05,21,1.5768180712361354e-05,8244,0.006190137228224143,Estonia
EE,2022,1331796,COMBA.4-5,37,77,2472,20954,815,0,0,0,24355,37,77,37,2.7782032683684287e-05,77,5.7816662611991626e-05,24355,0.018287335297598132,Estonia
EE,2022,1331796,JANSS,3610,0,76,11,0,0,0,0,3697,3610,0,78705,0.05909688871268573,0,0.0,78903,0.05924556013083085,Estonia
EE,2022,1331796,MOD,895,1470,30021,3611,70,0,0,0,36067,895,1470,78886,0.05923279541311132,78669,0.05906985754575025,235314,0.17668922267374282,Estonia
EE,2022,1331796,MODBA.1,8,15,334,2302,78,0,0,0,2737,8,15,8,6.006925985661467e-06,15,1.1262986223115252e-05,2737,0.0020551195528444297,Estonia
EE,2022,1331796,MODBA.4-5,0,0,35,307,12,0,0,0,354,0,0,0,0.0,0,0.0,354,0.00026580647486551995,Estonia
EE,2022,1331796,NVXD,185,187,1054,697,24,0,0,0,2147,185,187,185,0.00013891016341842144,187,0.0001404118949148368,2147,0.0016121087614018963,Estonia
EE,2023,1331796,AZ,2,1,0,0,0,0,0,0,3,2,1,118349,0.08886421043463114,116820,0.08771613670562158,238112,0.17879014503722793,Estonia
EE,2023,1331796,COM,92,98,198,1039,312,0,0,0,1739,92,98,520643,0.39093299574409296,520250,0.39063790550504734,1507507,1.1319353714833202,Estonia
EE,2023,1331796,COMBA.1,13,18,76,354,100,0,0,0,561,13,18,31,2.3276838194438186e-05,39,2.9283764180099656e-05,8805,0.006611372912968653,Estonia
EE,2023,1331796,COMBA.4-5,91,106,1126,5864,1566,0,0,0,8753,91,106,128,9.611081577058348e-05,183,0.00013740843192200608,33108,0.024859663191659984,Estonia
EE,2023,1331796,JANSS,122,1,6,1,0,0,0,0,130,122,1,78827,0.059188494333967064,1,7.508657482076834e-07,79033,0.05934317267809785,Estonia
EE,2023,1331796,MOD,0,0,32,158,23,0,0,0,213,0,0,78886,0.05923279541311132,78669,0.05906985754575025,235527,0.17684915707811105,Estonia
EE,2023,1331796,MODBA.1,1,1,4,47,3,0,0,0,56,1,1,9,6.757791733869151e-06,16,1.2013851971322935e-05,2793,0.00209716803474406,Estonia
EE,2023,1331796,MODBA.4-5,3,7,106,502,56,0,0,0,674,3,7,3,2.2525972446230503e-06,7,5.256060237453784e-06,1028,0.0007718899891574986,Estonia
EE,2023,1331796,NVXD,2,1,2,7,1,0,0,0,13,2,1,187,0.0001404118949148368,188,0.0001411627606630445,2160,0.0016218700161285964,Estonia
EL,2020,10718565,AZ,2,0,0,0,0,0,0,0,2,2,0,2,1.8659214176524563e-07,0,0.0,2,1.8659214176524563e-07,Greece
EL,2020,10718565,COM,4049,5,0,0,0,0,0,0,4054,4049,5,4049,0.0003777557910037398,5,4.6648035441311405e-07,4054,0.0003782222713581529,Greece
EL,2020,10718565,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2020,10718565,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2020,10718565,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2020,10718565,MOD,17,0,0,0,0,0,0,0,17,17,0,17,1.5860332050045877e-06,0,0.0,17,1.5860332050045877e-06,Greece
EL,2020,10718565,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2021,10678632,AZ,787619,769418,523,12,0,0,0,0,1557572,787619,769418,787621,0.07375673213572675,769418,0.07205211304219492,1557574,0.1458589452281903,Greece
EL,2021,10678632,COM,5247346,4925390,3314407,287,46,5,0,0,13487481,5247346,4925390,5251395,0.49176664201931486,4925395,0.4612383870892826,13491535,1.2634141714032285,Greece
EL,2021,10678632,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2021,10678632,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Greece
EL,2021,10678632,JANSS,568874,0,98835,3,1,0,0,0,667713,568874,0,568874,0.05327217943272135,0,0.0,667713,0.06252795301870127,Greece
EL,2021,10678632,MOD,585946,567677,202149,40,6,1,0,0,1355819,585946,567677,585963,0.05487247804774994,567677,0.05316008642305494,1355836,0.1269671995439116,Greece
EL,2021,10678632,NVXD,1,1,0,0,0,0,0,0,2,1,1,1,9.364495377310501e-08,1,9.364495377310501e-08,2,1.8728990754621003e-07,Greece
EL,2022,10459782,AZ,12,62,60,12,0,0,0,0,146,12,62,787633,0.0753010913611775,769480,0.07356558673976188,1557720,0.14892470990313184,Greece
EL,2022,10459782,COM,197046,414774,1941954,523754,109,15,0,0,3077652,197046,414774,5448441,0.520894316917886,5340169,0.5105430495587766,16569187,1.5840853088525173,Greece
EL,2022,10459782,COMBA.1,5,689,7506,42145,9171,0,0,0,59516,5,689,5,4.780214348635564e-07,689,6.587135372419808e-05,59516,0.005689984743467885,Greece
EL,2022,10459782,COMBA.4-5,37,2921,29817,376041,158704,74,0,0,567594,37,2921,37,3.5373586179903174e-06,2921,0.0002792601222472897,567594,0.05426441965998909,Greece
EL,2022,10459782,JANSS,28618,0,89249,28,3,0,0,0,117898,28618,0,597492,0.05712279663189921,0,0.0,785611,0.07510777949291869,Greece
EL,2022,10459782,MOD,7054,18838,211732,22321,23,2,0,0,259970,7054,18838,593017,0.05669496744769633,586515,0.05607334837379976,1615806,0.15447798051622874,Greece
EL,2022,10459782,NVXD,5219,3512,375,2,0,0,0,0,9108,5219,3512,5220,0.0004990543779975529,3513,0.00033585786013513473,9110,0.0008709550543213998,Greece
EL,2023,10459782,AZ,0,0,0,0,0,0,0,0,0,0,0,787633,0.0753010913611775,769480,0.07356558673976188,1557720,0.14892470990313184,Greece
EL,2023,10459782,COM,261,456,0,26,16,2,0,0,761,261,456,5448702,0.5209192696367859,5340625,0.5105866451136362,16569948,1.5841580637149035,Greece
EL,2023,10459782,COMBA.1,2,8,0,7,11,0,0,0,28,2,8,7,6.69230008808979e-07,697,6.663618801997977e-05,59544,0.00569266166350312,Greece
EL,2023,10459782,COMBA.4-5,994,1602,0,54329,35632,727,0,0,93284,994,1602,1031,9.856801986886534e-05,4523,0.0004324181899775731,660878,0.06318276996595149,Greece
EL,2023,10459782,JANSS,672,0,0,2,1,0,0,0,675,672,0,598164,0.05718704271274487,0,0.0,786286,0.07517231238662526,Greece
EL,2023,10459782,MOD,0,0,0,1,1,0,0,0,2,0,0,593017,0.05669496744769633,586515,0.05607334837379976,1615808,0.1544781717248027,Greece
EL,2023,10459782,NVXD,6,35,0,0,0,0,0,0,41,6,35,5226,0.0004996280037193892,3548,0.0003392040101791796,9151,0.000874874830087281,Greece
ES,2020,47332614,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2020,47332614,COM,96411,0,0,0,0,0,0,0,96411,96411,0,96411,0.0020368830675609843,0,0.0,96411,0.0020368830675609843,Spain
ES,2020,47332614,COMBIV,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2020,47332614,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2020,47332614,MOD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2020,47332614,MODBIV,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2021,47398695,AZ,5111267,4684873,0,0,0,0,0,0,9796140,5111267,4684873,5111267,0.10783560602248649,4684873,0.09883970434207102,9796140,0.2066753103645575,Spain
ES,2021,47398695,COM,24231158,22525040,7642218,2196,4,0,0,0,54400616,24231158,22525040,24327569,0.5132539830474235,22525040,0.47522489806945106,54497027,1.1497579627455987,Spain
ES,2021,47398695,COMBIV,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2021,47398695,JANSS,1982056,0,0,0,0,0,0,0,1982056,1982056,0,1982056,0.04181667870813743,0,0.0,1982056,0.04181667870813743,Spain
ES,2021,47398695,MOD,4784035,4053415,6637698,6347,8,0,0,0,15481503,4784035,4053415,4784035,0.10093178725701203,4053415,0.08551743882400138,15481503,0.3266229798098872,Spain
ES,2021,47398695,MODBIV,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Spain
ES,2022,47432893,AZ,9,33,0,0,0,0,0,0,42,9,33,5111276,0.10775804882911105,4684906,0.09876913896017264,9796182,0.2065271877892837,Spain
ES,2022,47432893,COM,126529,179445,4345350,188533,1092,0,0,0,4840949,126529,179445,24454098,0.5155514760611376,22704485,0.4786654063035961,59337976,1.2509879167606328,Spain
ES,2022,47432893,COMBIV,0,0,284047,7597211,53146,0,0,0,7934404,0,0,0,0.0,0,0.0,7934404,0.1672764087992693,Spain
ES,2022,47432893,JANSS,191,0,0,0,0,0,0,0,191,191,0,1982247,0.04179055660804834,0,0.0,1982247,0.04179055660804834,Spain
ES,2022,47432893,MOD,137282,216570,7433001,88042,503,0,0,0,7875398,137282,216570,4921317,0.10375325409732018,4269985,0.09002160167628823,23356901,0.49241991206397634,Spain
ES,2022,47432893,MODBIV,0,0,8095,188526,654,0,0,0,197275,0,0,0,0.0,0,0.0,197275,0.004159033689975436,Spain
ES,2023,47432893,AZ,1,2,0,0,0,0,0,0,3,1,2,5111277,0.10775806991152743,4684908,0.09876918112500538,9796185,0.2065272510365328,Spain
ES,2023,47432893,COM,2285,1733,3048,1864,56,0,0,0,8986,2285,1733,24456383,0.5155996493825498,22706218,0.47870194213117045,59346962,1.25117736335416,Spain
ES,2023,47432893,COMBIV,0,0,141177,1376604,20956,0,0,0,1538737,0,0,0,0.0,0,0.0,9473141,0.19971670292174673,Spain
ES,2023,47432893,JANSS,1,0,0,0,0,0,0,0,1,1,0,1982248,0.041790577690464716,0,0.0,1982248,0.041790577690464716,Spain
ES,2023,47432893,MOD,1,6,10,56,2,0,0,0,75,1,6,4921318,0.10375327517973656,4269991,0.09002172817078646,23356976,0.49242149324520434,Spain
ES,2023,47432893,MODBIV,0,0,3785,27883,956,0,0,0,32624,0,0,0,0.0,0,0.0,229899,0.004846826441726841,Spain
FI,2020,5525292,AZ,3,0,0,0,0,0,0,0,3,3,0,3,5.429577296548309e-07,0,0.0,3,5.429577296548309e-07,Finland
FI,2020,5525292,COM,17106,0,0,0,0,0,0,0,17106,17106,0,17106,0.003095944974491846,0,0.0,17106,0.003095944974491846,Finland
FI,2020,5525292,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2020,5525292,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2020,5525292,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2020,5525292,MOD,33,0,0,0,0,0,0,0,33,33,0,33,5.97253502620314e-06,0,0.0,33,5.97253502620314e-06,Finland
FI,2020,5525292,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2020,5525292,UNK,9,0,0,0,0,0,0,0,9,9,0,9,1.6288731889644928e-06,0,0.0,9,1.6288731889644928e-06,Finland
FI,2020,5525292,VLA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2021,5533793,AZ,1084194,575267,705,0,0,0,0,0,1660166,1084194,575267,1084197,0.19592294110025438,575267,0.10395527985958275,1660169,0.3000056200150602,Finland
FI,2021,5533793,COM,9623064,9627417,3139564,1959,0,0,0,0,22392004,9623064,9627417,9640170,1.7420546811201647,9627417,1.7397501135297255,22409110,4.049502755162688,Finland
FI,2021,5533793,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2021,5533793,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2021,5533793,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2021,5533793,MOD,1351764,1383405,695261,747,0,0,0,0,3431177,1351764,1383405,1351797,0.24428036972109365,1383405,0.24999218438420084,3431210,0.6200466840736544,Finland
FI,2021,5533793,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2021,5533793,UNK,3354,980,261,0,0,0,0,0,4595,3354,980,3363,0.0006077205995959733,980,0.00017709372215404516,4604,0.0008319790783645141,Finland
FI,2021,5533793,VLA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2022,5548241,AZ,6,3,21,6,6,0,0,0,42,6,3,1084203,0.19541382575126062,575270,0.10368511389465598,1660211,0.29923195477629755,Finland
FI,2022,5548241,COM,125738,293165,3490003,2364683,41403,0,0,0,6314992,125738,293165,9765908,1.7601809294152868,9920582,1.7880589541802527,28724102,5.177154705428261,Finland
FI,2022,5548241,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2022,5548241,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2022,5548241,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2022,5548241,MOD,20514,56795,1762475,453083,4239,0,0,0,2297106,20514,56795,1372311,0.24734163494339917,1440200,0.2595777652773194,5728316,1.032456232524867,Finland
FI,2022,5548241,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2022,5548241,UNK,7433,9662,80736,824102,1380509,0,0,0,2302442,7433,9662,10796,0.00194584193440768,10642,0.0019180853895856362,2307046,0.41581575133452203,Finland
FI,2022,5548241,VLA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2023,5548241,AZ,0,0,0,0,0,0,0,0,0,0,0,1084203,0.19541382575126062,575270,0.10368511389465598,1660211,0.29923195477629755,Finland
FI,2023,5548241,COM,257,330,111,225,237,0,0,0,1160,257,330,9766165,1.7602272504024248,9920912,1.7881184324905857,28725262,5.177363780700946,Finland
FI,2023,5548241,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2023,5548241,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2023,5548241,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2023,5548241,MOD,0,0,0,6,3,0,0,0,9,0,0,1372311,0.24734163494339917,1440200,0.2595777652773194,5728325,1.0324578546606031,Finland
FI,2023,5548241,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FI,2023,5548241,UNK,3028,3862,21517,143349,209311,0,0,0,381067,3028,3862,13824,0.002491600491038511,14504,0.0026141618577851973,2688113,0.4844982400728447,Finland
FI,2023,5548241,VLA,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Finland
FR,2020,67320216,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,COM,4529,8,0,0,0,0,0,0,4537,4529,8,4529,6.727548230088863e-05,8,1.1883503166418836e-07,4537,6.739431733255283e-05,France
FR,2020,67320216,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,MOD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,SGSK,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2020,67320216,UNK,4611,8,0,0,0,0,0,0,4619,4611,8,4611,6.849354137544657e-05,8,1.1883503166418836e-07,4619,6.861237640711076e-05,France
FR,2021,67656682,AZ,4415394,3432571,2686,23,0,0,0,0,7850674,4415394,3432571,4415394,0.06526175788520046,3432571,0.050735136553104986,7850674,0.11603693482929003,France
FR,2021,67656682,COM,37861464,35778383,18149259,13548,11,0,0,0,91802665,37861464,35778383,37865993,0.5596785399555952,35778391,0.5288227258912874,91807202,1.356956907818802,France
FR,2021,67656682,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2021,67656682,JANSS,1076799,5632,2683,164,0,0,0,0,1085278,1076799,5632,1076799,0.015915634171950674,5632,8.324381027139344e-05,1085278,0.0160409580830464,France
FR,2021,67656682,MOD,5721357,5839988,6123405,7253,2,0,0,0,17692005,5721357,5839988,5721357,0.08456455195364147,5839988,0.0863179781710253,17692005,0.26149678756046596,France
FR,2021,67656682,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2021,67656682,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2021,67656682,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2021,67656682,SGSK,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2021,67656682,UNK,53233557,48589167,24395204,21201,13,0,0,0,126239142,53233557,48589167,53238168,0.7868870660846182,48589175,0.7181725967584399,126243761,1.8659466776688813,France
FR,2022,67871925,AZ,76,8737,161,25,1,0,0,0,9000,76,8737,4415470,0.06505591229363246,3441308,0.05070296739041953,7859674,0.11580154828377123,France
FR,2022,67871925,COM,706144,2093830,9872572,6147453,98206,0,0,0,18918205,706144,2093830,38572137,0.5683076912876716,37872221,0.5579953861629827,110725407,1.6313874551222762,France
FR,2022,67871925,COMBA.4-5,19452,23824,161681,2630465,1152713,0,0,0,3988135,19452,23824,19452,0.0002865986193849666,23824,0.00035101406067383534,3988135,0.05875971544935553,France
FR,2022,67871925,JANSS,2152,1269,1622,414,15,0,0,0,5472,2152,1269,1078951,0.01589686751922831,6901,0.0001016767978807143,1090750,0.016070709649092758,France
FR,2022,67871925,MOD,213519,824817,5656161,429016,6233,0,0,0,7129746,213519,824817,5934876,0.0874422819155343,6664805,0.09819678755243792,24821751,0.36571455723408464,France
FR,2022,67871925,MODBA.1,1108,1385,8663,138383,42968,0,0,0,192507,1108,1385,1108,1.6324864809713294e-05,1385,2.0406081012141617e-05,192507,0.002836327391627687,France
FR,2022,67871925,MODBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,France
FR,2022,67871925,NVXD,18212,13449,2516,3080,620,0,0,0,37877,18212,13449,18212,0.00026832891508528746,13449,0.00019815262348901996,37877,0.000558065798192699,France
FR,2022,67871925,SGSK,4,3,35,204,55,0,0,0,301,4,3,4,5.893452999896496e-08,3,4.420089749922372e-08,301,4.4348233824221136e-06,France
FR,2022,67871925,UNK,1406317,3484371,16532892,9366071,1300990,0,0,0,32090641,1406317,3484371,54644485,0.8051117601276228,52073546,0.7672324897223705,158334402,2.3328408911342944,France
FR,2023,67871925,AZ,1,0,0,0,0,0,0,0,1,1,0,4415471,0.06505592702726495,3441308,0.05070296739041953,7859675,0.11580156301740374,France
FR,2023,67871925,COM,7921,7624,9798,8031,6847,0,0,0,40221,7921,7624,38580058,0.5684243963907021,37879845,0.5581077153771608,110765628,1.6319800565550484,France
FR,2023,67871925,COMBA.4-5,18197,25273,81401,798241,1002111,0,0,0,1925223,18197,25273,37649,0.000554706529982758,49097,0.0007233771548397957,5913358,0.08712524361140486,France
FR,2023,67871925,JANSS,100,21,22,9,5,0,0,0,157,100,21,1079051,0.015898340882478285,6922,0.00010198620416320886,1090907,0.01607302282939522,France
FR,2023,67871925,MOD,35,73,163,307,158,0,0,0,736,35,73,5934911,0.08744279759267179,6664878,0.0981978631076104,24822487,0.36572540118760444,France
FR,2023,67871925,MODBA.1,454,649,1693,18080,18019,0,0,0,38895,454,649,1562,2.3013933964595818e-05,2034,2.9968208504473685e-05,231402,0.0034093920277051227,France
FR,2023,67871925,MODBA.4-5,432,588,1548,7481,14784,0,0,0,24833,432,588,432,6.364929239888216e-06,588,8.66337590984785e-06,24833,0.0003658802958660742,France
FR,2023,67871925,NVXD,903,1020,571,649,439,0,0,0,3582,903,1020,19115,0.0002816333852325538,14469,0.00021318092863875602,41459,0.0006108416698067721,France
FR,2023,67871925,SGSK,294,237,510,3379,2160,0,0,0,6580,294,237,298,4.39062248492289e-06,240,3.5360717999378978e-06,6881,0.00010138212523071947,France
FR,2023,67871925,UNK,33176,43457,114054,842869,1044816,0,0,0,2078372,33176,43457,54677661,0.8056005631194342,52117003,0.7678727691899118,160412774,2.3634628603800465,France
HR,2020,4058165,COM,12772,0,1,0,0,0,0,30,12803,12772,0,12772,0.003147235265199912,0,0.0,12803,0.0031548741857465134,Croatia
HR,2020,4058165,MOD,5,0,0,0,0,0,0,0,5,5,0,5,1.232083959129311e-06,0,0.0,5,1.232083959129311e-06,Croatia
HR,2020,4058165,UNK,212,30,0,0,0,0,0,2,244,212,30,212,5.224035986708278e-05,30,7.392503754775865e-06,244,6.012569720551037e-05,Croatia
HR,2021,4036355,AZ,288233,279548,201,0,0,0,0,209,568191,288233,279548,288233,0.07140922936659437,279548,0.06925753557355585,568191,0.14076834173406452,Croatia
HR,2021,4036355,COM,1547262,1468406,450302,150,0,0,0,837,3466957,1547262,1468406,1560034,0.38649573687150907,1468406,0.36379505766960535,3479760,0.8621045472957656,Croatia
HR,2021,4036355,JANSS,188828,245,574,0,0,0,0,61,189708,188828,245,188828,0.04678181180793067,245,6.0698328070746995e-05,189708,0.04699983029242968,Croatia
HR,2021,4036355,MOD,194853,184245,76930,23,0,0,0,110,456161,194853,184245,194858,0.048275733923304566,184245,0.04564638145059094,456166,0.11301434090906276,Croatia
HR,2021,4036355,UNK,8794,8577,146,0,0,0,0,30,17547,8794,8577,9006,0.0022312209902250915,8607,0.002132369427367018,17791,0.004407689611047591,Croatia
HR,2022,3862305,AZ,41,254,55,4,0,0,0,0,354,41,254,288274,0.07463781343006314,279802,0.0724443046315607,568545,0.14720354814029446,Croatia
HR,2022,3862305,COM,28582,65191,403171,62101,0,0,0,86,559131,28582,65191,1588616,0.4113129335979422,1533597,0.3970678131323135,4038891,1.0457203664651031,Croatia
HR,2022,3862305,JANSS,11486,532,2778,7,0,0,0,0,14803,11486,532,200314,0.05186384814249522,777,0.0002011752049618039,204511,0.052950504944586196,Croatia
HR,2022,3862305,MOD,2284,7028,52952,6078,0,0,0,23,68365,2284,7028,197142,0.0510425769067953,191273,0.049523017990552275,524531,0.13580776246308876,Croatia
HR,2022,3862305,NVXD,734,610,28,0,0,0,0,0,1372,734,610,734,0.00019004195681076455,610,0.0001579367760961395,1372,0.00035522828984246456,Croatia
HR,2022,3862305,UNK,18,65,47,0,0,0,0,0,130,18,65,9024,0.00233642863523207,8672,0.0022452913480421667,17921,0.004639975351506419,Croatia
HR,2023,3862305,AZ,3,3,4,1,0,0,0,0,11,3,3,288277,0.07463859016830623,279805,0.07244508136980378,568556,0.14720639618051914,Croatia
HR,2023,3862305,COM,345,418,5424,4100,0,0,0,1,10288,345,418,1588961,0.4114022584958982,1534015,0.3971760386608515,4049179,1.0483840608134263,Croatia
HR,2023,3862305,JANSS,397,5,43,2,0,0,0,0,447,397,5,200711,0.05196663650333156,782,0.00020246976870029685,204958,0.053066238942807466,Croatia
HR,2023,3862305,MOD,3,14,697,542,0,0,0,0,1256,3,14,197145,0.05104335364503839,191287,0.04952664276902005,525787,0.13613295687419819,Croatia
HR,2023,3862305,NVXD,1,1,0,0,0,0,0,0,2,1,1,735,0.00019030086955846315,611,0.00015819568884383806,1374,0.0003557461153378617,Croatia
HR,2023,3862305,UNK,60,1,1467,0,0,0,0,0,1528,60,1,9084,0.002351963400093985,8673,0.002245550260789865,19449,0.005035594029989864,Croatia
HU,2020,9769526,COM,11873,0,0,0,0,0,0,0,11873,11873,0,11873,0.001215309729458727,0,0.0,11873,0.001215309729458727,Hungary
HU,2021,9730772,AZ,636866,610343,4869,0,0,0,0,0,1252078,636866,610343,636866,0.06544866121619128,610343,0.06272297819741332,1252078,0.12867201081270838,Hungary
HU,2021,9730772,BECNBG,1113273,1058520,67351,0,0,0,0,0,2239144,1113273,1058520,1113273,0.11440746941763716,1058520,0.10878068050510278,2239144,0.23010959459331695,Hungary
HU,2021,9730772,COM,2584605,2500037,2709427,0,0,0,0,0,7794069,2584605,2500037,2596478,0.2668316552890151,2500037,0.2569207253031928,7805942,0.8021914396925547,Hungary
HU,2021,9730772,JANSS,212810,112,95160,0,0,0,0,0,308082,212810,112,212810,0.021869796147726,112,1.1509878147386456e-05,308082,0.031660591780384946,Hungary
HU,2021,9730772,MOD,361139,346731,270973,0,0,0,0,0,978843,361139,346731,361139,0.03711308825240176,346731,0.03563242464215583,978843,0.10059253263769823,Hungary
HU,2021,9730772,SPU,912079,894446,867,0,0,0,0,0,1807392,912079,894446,912079,0.09373141206062581,894446,0.09191932561979667,1807392,0.18573983646929554,Hungary
HU,2022,9689010,AZ,92,189,552,67,0,0,0,0,900,92,189,636958,0.06574025622844852,610532,0.0630128361927586,1252978,0.129319507359369,Hungary
HU,2022,9689010,BECNBG,14614,22436,34210,4453,72,0,0,0,75785,14614,22436,1127887,0.11640890039333224,1080956,0.11156516506846417,2314929,0.23892317171723426,Hungary
HU,2022,9689010,COM,51862,66259,543154,313017,1803,0,0,0,976095,51862,66259,2648340,0.27333442735635527,2566296,0.2648666891663854,8782037,0.9063915714815033,Hungary
HU,2022,9689010,COMBA.1,732,392,4540,62604,8348,0,0,0,76616,732,392,732,7.5549514346667e-05,392,4.045820986870692e-05,76616,0.007907515834951145,Hungary
HU,2022,9689010,JANSS,16212,233,18009,2556,14,0,0,0,37024,16212,233,229022,0.023637296276915805,345,3.56073530732242e-05,345106,0.0356182933034438,Hungary
